weather,time_str,city,order_type,time_hour,time_segment,weather_type,recommended_dish
Sandstorms,0.375,Urban,Snack,12,Lunch,Hot/Dry,North Indian
Stormy,10:30,Urban,Buffet,10,Morning,Cool/Rainy,North Indian
Windy,,Metropolitian,Snack,12,Lunch,Hot/Dry,North Indian
Fog,18:20,Urban,Meal,18,Tea-Time,Cool/Rainy,Chaat
Sandstorms,20:55,Metropolitian,Drinks,20,Dinner,Hot/Dry,Biryani
Stormy,0.791666667,Urban,Snack,12,Lunch,Cool/Rainy,North Indian
Stormy,19:20,Metropolitian,Buffet,19,Dinner,Cool/Rainy,Biryani
Fog,23:45,Metropolitian,Meal,23,Late-Night,Cool/Rainy,Pizza
Sandstorms,10:30,Urban,Meal,10,Morning,Hot/Dry,North Indian
Sunny,17:35,Urban,Snack,17,Tea-Time,Hot/Dry,Chaat
Fog,23:15,Metropolitian,Buffet,23,Late-Night,Cool/Rainy,Pizza
Sandstorms,23:20,Urban,Snack,23,Late-Night,Hot/Dry,Pizza
Windy,20:55,Metropolitian,Drinks,20,Dinner,Hot/Dry,Biryani
Sunny,10:45,Metropolitian,Snack,10,Morning,Hot/Dry,North Indian
Sunny,23:25,Metropolitian,Snack,23,Late-Night,Hot/Dry,Pizza
Cloudy,17:20,Metropolitian,Meal,17,Tea-Time,Cool/Rainy,Chaat
Sandstorms,20:40,Metropolitian,Meal,20,Dinner,Hot/Dry,Biryani
Sunny,17:35,Urban,Meal,17,Tea-Time,Hot/Dry,Chaat
Sunny,1,Metropolitian,Drinks,1,Late-Night,Hot/Dry,Pizza
Fog,21:40,Urban,Drinks,21,Dinner,Cool/Rainy,Biryani
Stormy,09:55,Metropolitian,Snack,9,Morning,Cool/Rainy,North Indian
Stormy,22:50,Metropolitian,Meal,22,Dinner,Cool/Rainy,Biryani
Sunny,08:30,Metropolitian,Meal,8,Morning,Hot/Dry,North Indian
Sandstorms,23:55,Metropolitian,Snack,23,Late-Night,Hot/Dry,Pizza
Cloudy,23:10,Metropolitian,Buffet,23,Late-Night,Cool/Rainy,Pizza
Sandstorms,12:30,Metropolitian,Snack,12,Lunch,Hot/Dry,North Indian
Stormy,12:25,Metropolitian,Meal,12,Lunch,Cool/Rainy,North Indian
Fog,0.375,Metropolitian,Meal,12,Lunch,Cool/Rainy,North Indian
Fog,18:30,Metropolitian,Drinks,18,Tea-Time,Cool/Rainy,Chaat
Sandstorms,11:45,Metropolitian,Snack,11,Lunch,Hot/Dry,North Indian
Sunny,23:50,Metropolitian,Drinks,23,Late-Night,Hot/Dry,Pizza
Windy,18:30,Metropolitian,Drinks,18,Tea-Time,Hot/Dry,Chaat
Windy,21:15,Urban,Snack,21,Dinner,Hot/Dry,Biryani
Fog,22:20,Metropolitian,Snack,22,Dinner,Cool/Rainy,Biryani
Fog,20:55,Metropolitian,Snack,20,Dinner,Cool/Rainy,Biryani
Fog,08:25,Metropolitian,Drinks,8,Morning,Cool/Rainy,Coffee
Sunny,22:15,Metropolitian,Snack,22,Dinner,Hot/Dry,Biryani
Stormy,0.583333333,Urban,Meal,12,Lunch,Cool/Rainy,North Indian
Cloudy,17:30,Metropolitian,Meal,17,Tea-Time,Cool/Rainy,Chaat
Fog,17:40,Metropolitian,Buffet,17,Tea-Time,Cool/Rainy,Chaat
Sunny,08:45,,Snack,8,Morning,Hot/Dry,North Indian
Cloudy,09:45,Urban,Drinks,9,Morning,Cool/Rainy,North Indian
Stormy,19:45,Metropolitian,Buffet,19,Dinner,Cool/Rainy,Biryani
Sandstorms,17:40,Metropolitian,Meal,17,Tea-Time,Hot/Dry,Chaat
Fog,09:50,Metropolitian,Meal,9,Morning,Cool/Rainy,Coffee
Cloudy,,Metropolitian,Meal,12,Lunch,Cool/Rainy,North Indian
Sandstorms,23:40,Metropolitian,Drinks,23,Late-Night,Hot/Dry,Pizza
Cloudy,19:50,Metropolitian,Drinks,19,Dinner,Cool/Rainy,Biryani
Windy,19:15,Metropolitian,Meal,19,Dinner,Hot/Dry,Biryani
Sandstorms,17:35,Metropolitian,Drinks,17,Tea-Time,Hot/Dry,Chaat
Sandstorms,13:25,Metropolitian,Drinks,13,Lunch,Hot/Dry,North Indian
Cloudy,23:25,Metropolitian,Buffet,23,Late-Night,Cool/Rainy,Pizza
Windy,19:45,Metropolitian,Drinks,19,Dinner,Hot/Dry,Biryani
Sunny,19:15,Metropolitian,Buffet,19,Dinner,Hot/Dry,Biryani
Stormy,21:40,Urban,Buffet,21,Dinner,Cool/Rainy,Biryani
Windy,11:35,Metropolitian,Snack,11,Lunch,Hot/Dry,North Indian
Stormy,08:50,Metropolitian,Drinks,8,Morning,Cool/Rainy,North Indian
Cloudy,0.833333333,Metropolitian,Drinks,12,Lunch,Cool/Rainy,North Indian
Cloudy,17:35,Metropolitian,Snack,17,Tea-Time,Cool/Rainy,Chaat
Stormy,21:50,Metropolitian,Snack,21,Dinner,Cool/Rainy,Biryani
Sandstorms,0.875,Metropolitian,Snack,12,Lunch,Hot/Dry,North Indian
Fog,21:35,Metropolitian,Meal,21,Dinner,Cool/Rainy,Biryani
Windy,23:15,Metropolitian,Snack,23,Late-Night,Hot/Dry,Pizza
Windy,20:25,Metropolitian,Drinks,20,Dinner,Hot/Dry,Biryani
Cloudy,20:50,Metropolitian,Drinks,20,Dinner,Cool/Rainy,Biryani
Sunny,10:55,Metropolitian,Buffet,10,Morning,Hot/Dry,North Indian
Stormy,10:55,,Meal,10,Morning,Cool/Rainy,North Indian
Sandstorms,15:55,Metropolitian,Snack,15,Lunch,Hot/Dry,North Indian
Windy,18:30,Metropolitian,Snack,18,Tea-Time,Hot/Dry,Chaat
Fog,,Metropolitian,Buffet,12,Lunch,Cool/Rainy,North Indian
Sunny,,Urban,Snack,12,Lunch,Hot/Dry,Chaat
Sunny,23:35,Metropolitian,Drinks,23,Late-Night,Hot/Dry,Pizza
Sandstorms,23:30,Urban,Drinks,23,Late-Night,Hot/Dry,Pizza
Sunny,20:30,Metropolitian,Meal,20,Dinner,Hot/Dry,Biryani
Cloudy,18:15,Metropolitian,Meal,18,Tea-Time,Cool/Rainy,Biryani
Sandstorms,19:50,Metropolitian,Buffet,19,Dinner,Hot/Dry,Biryani
Stormy,23:20,Urban,Drinks,23,Late-Night,Cool/Rainy,Pizza
Cloudy,20:25,Metropolitian,Meal,20,Dinner,Cool/Rainy,Biryani
Cloudy,0.75,Metropolitian,Snack,12,Lunch,Cool/Rainy,North Indian
Sandstorms,08:55,Metropolitian,Meal,8,Morning,Hot/Dry,North Indian
Cloudy,23:20,Metropolitian,Snack,23,Late-Night,Cool/Rainy,Pizza
Fog,10:55,Urban,Snack,10,Morning,Cool/Rainy,Coffee
Windy,22:30,Metropolitian,Drinks,22,Dinner,Hot/Dry,Biryani
Sunny,,Metropolitian,Snack,12,Lunch,Hot/Dry,Chaat
Sandstorms,21:10,Metropolitian,Buffet,21,Dinner,Hot/Dry,Biryani
Cloudy,08:20,Metropolitian,Drinks,8,Morning,Cool/Rainy,North Indian
Sandstorms,11:10,Urban,Meal,11,Lunch,Hot/Dry,North Indian
Cloudy,,Urban,Meal,12,Lunch,Cool/Rainy,North Indian
Sunny,19:20,Metropolitian,Drinks,19,Dinner,Hot/Dry,Biryani
Windy,18:20,Metropolitian,Meal,18,Tea-Time,Hot/Dry,Chaat
Sunny,21:55,Urban,Snack,21,Dinner,Hot/Dry,Biryani
Cloudy,18:50,Metropolitian,Buffet,18,Tea-Time,Cool/Rainy,Biryani
Windy,09:15,Metropolitian,Snack,9,Morning,Hot/Dry,Coffee
Sunny,20:10,Urban,Meal,20,Dinner,Hot/Dry,Biryani
Sandstorms,12:45,Metropolitian,Buffet,12,Lunch,Hot/Dry,North Indian
Fog,22:15,Urban,Meal,22,Dinner,Cool/Rainy,Biryani
Sunny,18:35,Metropolitian,Drinks,18,Tea-Time,Hot/Dry,Chaat
Cloudy,08:25,Metropolitian,Meal,8,Morning,Cool/Rainy,North Indian
Cloudy,17:30,Urban,Drinks,17,Tea-Time,Cool/Rainy,Chaat
Sunny,19:25,Urban,Meal,19,Dinner,Hot/Dry,Biryani
Sunny,19:55,Metropolitian,Buffet,19,Dinner,Hot/Dry,Biryani
Stormy,22:40,Metropolitian,Snack,22,Dinner,Cool/Rainy,Biryani
Fog,0.958333333,Urban,Buffet,12,Lunch,Cool/Rainy,North Indian
Fog,21:55,Metropolitian,Meal,21,Dinner,Cool/Rainy,Biryani
Cloudy,19:45,Metropolitian,Drinks,19,Dinner,Cool/Rainy,Biryani
Fog,0.791666667,Metropolitian,Meal,12,Lunch,Cool/Rainy,North Indian
Windy,19:40,Urban,Snack,19,Dinner,Hot/Dry,Biryani
Sunny,21:50,Urban,Buffet,21,Dinner,Hot/Dry,Biryani
Cloudy,22:10,Urban,Snack,22,Dinner,Cool/Rainy,Biryani
Stormy,22:40,Metropolitian,Snack,22,Dinner,Cool/Rainy,Biryani
Stormy,17:25,Metropolitian,Meal,17,Tea-Time,Cool/Rainy,Chaat
Sunny,23:45,Urban,Drinks,23,Late-Night,Hot/Dry,Pizza
Fog,18:55,Metropolitian,Meal,18,Tea-Time,Cool/Rainy,Chaat
Windy,21:30,Metropolitian,Buffet,21,Dinner,Hot/Dry,Biryani
Stormy,08:20,Metropolitian,Drinks,8,Morning,Cool/Rainy,North Indian
Sandstorms,10:10,Urban,Buffet,10,Morning,Hot/Dry,North Indian
Sunny,17:30,Metropolitian,Snack,17,Tea-Time,Hot/Dry,Chaat
Cloudy,0.875,Metropolitian,Snack,12,Lunch,Cool/Rainy,North Indian
Windy,21:15,Metropolitian,Drinks,21,Dinner,Hot/Dry,Biryani
Fog,20:45,Metropolitian,Meal,20,Dinner,Cool/Rainy,Biryani
Cloudy,0.75,Metropolitian,Buffet,12,Lunch,Cool/Rainy,North Indian
Stormy,22:30,Urban,Meal,22,Dinner,Cool/Rainy,Biryani
Stormy,22:10,Metropolitian,Buffet,22,Dinner,Cool/Rainy,Biryani
Windy,12:35,Metropolitian,Snack,12,Lunch,Hot/Dry,North Indian
Sandstorms,,Urban,Drinks,12,Lunch,Hot/Dry,North Indian
Sunny,08:50,Metropolitian,Snack,8,Morning,Hot/Dry,North Indian
Stormy,21:10,Metropolitian,Drinks,21,Dinner,Cool/Rainy,Biryani
Cloudy,18:35,Metropolitian,Drinks,18,Tea-Time,Cool/Rainy,Biryani
Sandstorms,18:15,Metropolitian,Snack,18,Tea-Time,Hot/Dry,Chaat
Fog,22:30,Metropolitian,Snack,22,Dinner,Cool/Rainy,Biryani
Sandstorms,17:10,Urban,Buffet,17,Tea-Time,Hot/Dry,Chaat
Sandstorms,18:45,Metropolitian,Meal,18,Tea-Time,Hot/Dry,Chaat
Stormy,,Metropolitian,Buffet,12,Lunch,Cool/Rainy,North Indian
Sunny,13:40,Metropolitian,Drinks,13,Lunch,Hot/Dry,Chaat
Windy,23:30,Metropolitian,Buffet,23,Late-Night,Hot/Dry,Pizza
Fog,21:10,Metropolitian,Meal,21,Dinner,Cool/Rainy,Biryani
Cloudy,21:25,Metropolitian,Buffet,21,Dinner,Cool/Rainy,Biryani
Sunny,22:25,Metropolitian,Buffet,22,Dinner,Hot/Dry,Biryani
Cloudy,15:45,Metropolitian,Drinks,15,Lunch,Cool/Rainy,North Indian
Windy,17:10,Metropolitian,Drinks,17,Tea-Time,Hot/Dry,Chaat
Sandstorms,17:25,Urban,Drinks,17,Tea-Time,Hot/Dry,Chaat
Stormy,21:30,,Snack,21,Dinner,Cool/Rainy,Biryani
Stormy,20:20,Metropolitian,Meal,20,Dinner,Cool/Rainy,Biryani
Stormy,20:15,Metropolitian,Meal,20,Dinner,Cool/Rainy,Biryani
Fog,23:35,Urban,Meal,23,Late-Night,Cool/Rainy,Pizza
Sunny,19:10,Metropolitian,Meal,19,Dinner,Hot/Dry,Biryani
Fog,18:30,Metropolitian,Snack,18,Tea-Time,Cool/Rainy,Chaat
Windy,19:25,Metropolitian,Meal,19,Dinner,Hot/Dry,Biryani
Sandstorms,19:40,Metropolitian,Buffet,19,Dinner,Hot/Dry,Biryani
Windy,0.875,Metropolitian,Meal,12,Lunch,Hot/Dry,North Indian
Cloudy,11:50,Metropolitian,Meal,11,Lunch,Cool/Rainy,North Indian
Sunny,21:15,Metropolitian,Meal,21,Dinner,Hot/Dry,Biryani
Stormy,18:35,Metropolitian,Buffet,18,Tea-Time,Cool/Rainy,Biryani
Cloudy,21:35,Metropolitian,Snack,21,Dinner,Cool/Rainy,Biryani
Sunny,20:35,,Meal,20,Dinner,Hot/Dry,Biryani
Sandstorms,09:10,Metropolitian,Drinks,9,Morning,Hot/Dry,North Indian
Fog,10:40,Metropolitian,Meal,10,Morning,Cool/Rainy,Coffee
Sunny,13:50,Metropolitian,Drinks,13,Lunch,Hot/Dry,Chaat
Sandstorms,21:10,Metropolitian,Drinks,21,Dinner,Hot/Dry,Biryani
Sunny,0.791666667,Metropolitian,Meal,12,Lunch,Hot/Dry,Chaat
Fog,08:20,Metropolitian,Drinks,8,Morning,Cool/Rainy,Coffee
Stormy,23:10,Metropolitian,Snack,23,Late-Night,Cool/Rainy,Pizza
Cloudy,23:50,Metropolitian,Meal,23,Late-Night,Cool/Rainy,Pizza
Sandstorms,22:40,Urban,Meal,22,Dinner,Hot/Dry,Biryani
Sunny,17:15,Urban,Drinks,17,Tea-Time,Hot/Dry,Chaat
Stormy,13:25,Metropolitian,Meal,13,Lunch,Cool/Rainy,North Indian
Sunny,19:35,Urban,Snack,19,Dinner,Hot/Dry,Biryani
Windy,23:30,Metropolitian,Snack,23,Late-Night,Hot/Dry,Pizza
Windy,17:50,Urban,Drinks,17,Tea-Time,Hot/Dry,Chaat
Sandstorms,23:10,Metropolitian,Meal,23,Late-Night,Hot/Dry,Pizza
Fog,18:10,Metropolitian,Drinks,18,Tea-Time,Cool/Rainy,Chaat
Sunny,21:40,Metropolitian,Snack,21,Dinner,Hot/Dry,Biryani
Sunny,,Metropolitian,Meal,12,Lunch,Hot/Dry,Chaat
Fog,19:15,Urban,Drinks,19,Dinner,Cool/Rainy,Biryani
Stormy,22:50,Metropolitian,Meal,22,Dinner,Cool/Rainy,Biryani
Stormy,17:55,Metropolitian,Drinks,17,Tea-Time,Cool/Rainy,Chaat
Cloudy,,Metropolitian,Meal,12,Lunch,Cool/Rainy,North Indian
Stormy,10:45,,Drinks,10,Morning,Cool/Rainy,North Indian
Fog,10:55,Urban,Drinks,10,Morning,Cool/Rainy,Coffee
Fog,19:35,Metropolitian,Buffet,19,Dinner,Cool/Rainy,Biryani
Stormy,10:25,Urban,Meal,10,Morning,Cool/Rainy,North Indian
Sunny,21:10,Metropolitian,Drinks,21,Dinner,Hot/Dry,Biryani
Cloudy,18:50,Urban,Buffet,18,Tea-Time,Cool/Rainy,Biryani
Sunny,10:35,Urban,Drinks,10,Morning,Hot/Dry,North Indian
Cloudy,10:35,Metropolitian,Snack,10,Morning,Cool/Rainy,North Indian
Sunny,0.75,Metropolitian,Snack,12,Lunch,Hot/Dry,Chaat
Stormy,10:40,Metropolitian,Meal,10,Morning,Cool/Rainy,North Indian
Sandstorms,14:30,Metropolitian,Snack,14,Lunch,Hot/Dry,North Indian
Stormy,08:15,Metropolitian,Meal,8,Morning,Cool/Rainy,North Indian
Sunny,,Metropolitian,Buffet,12,Lunch,Hot/Dry,Chaat
Sunny,11:15,Metropolitian,Buffet,11,Lunch,Hot/Dry,North Indian
Sandstorms,17:15,Urban,Buffet,17,Tea-Time,Hot/Dry,Chaat
Sandstorms,11:10,Metropolitian,Snack,11,Lunch,Hot/Dry,North Indian
Windy,21:20,Metropolitian,Snack,21,Dinner,Hot/Dry,Biryani
Sandstorms,19:45,Metropolitian,Drinks,19,Dinner,Hot/Dry,Biryani
Sandstorms,09:45,Urban,Meal,9,Morning,Hot/Dry,North Indian
Windy,18:25,Metropolitian,Snack,18,Tea-Time,Hot/Dry,Chaat
Cloudy,08:30,Urban,Snack,8,Morning,Cool/Rainy,North Indian
Sandstorms,09:10,Metropolitian,Snack,9,Morning,Hot/Dry,North Indian
Fog,19:20,Metropolitian,Snack,19,Dinner,Cool/Rainy,Biryani
Sandstorms,20:45,Metropolitian,Drinks,20,Dinner,Hot/Dry,Biryani
Sunny,12:40,Metropolitian,Snack,12,Lunch,Hot/Dry,Chaat
Windy,18:25,Metropolitian,Buffet,18,Tea-Time,Hot/Dry,Chaat
Stormy,22:45,Metropolitian,Snack,22,Dinner,Cool/Rainy,Biryani
Fog,17:50,Urban,Drinks,17,Tea-Time,Cool/Rainy,Chaat
Stormy,22:40,Urban,Drinks,22,Dinner,Cool/Rainy,Biryani
Fog,22:30,Metropolitian,Snack,22,Dinner,Cool/Rainy,Biryani
Stormy,21:35,,Meal,21,Dinner,Cool/Rainy,Biryani
Sunny,,Metropolitian,Meal,12,Lunch,Hot/Dry,Chaat
Windy,21:35,Metropolitian,Buffet,21,Dinner,Hot/Dry,Biryani
Sandstorms,20:55,Urban,Buffet,20,Dinner,Hot/Dry,Biryani
Fog,20:25,Metropolitian,Drinks,20,Dinner,Cool/Rainy,Biryani
Stormy,0.375,Urban,Buffet,12,Lunch,Cool/Rainy,North Indian
Stormy,23:50,Metropolitian,Snack,23,Late-Night,Cool/Rainy,Pizza
Sunny,20:40,Metropolitian,Snack,20,Dinner,Hot/Dry,Biryani
Windy,,Metropolitian,Drinks,12,Lunch,Hot/Dry,North Indian
Windy,19:15,Metropolitian,Meal,19,Dinner,Hot/Dry,Biryani
Stormy,18:40,Urban,Snack,18,Tea-Time,Cool/Rainy,Biryani
Sunny,22:20,Metropolitian,Meal,22,Dinner,Hot/Dry,Biryani
Sunny,20:30,Metropolitian,Snack,20,Dinner,Hot/Dry,Biryani
Sunny,19:25,Urban,Buffet,19,Dinner,Hot/Dry,Biryani
Sandstorms,0.833333333,Metropolitian,Buffet,12,Lunch,Hot/Dry,North Indian
Cloudy,17:30,Metropolitian,Drinks,17,Tea-Time,Cool/Rainy,Chaat
Fog,0.791666667,Metropolitian,Drinks,12,Lunch,Cool/Rainy,North Indian
Fog,22:45,Metropolitian,Buffet,22,Dinner,Cool/Rainy,Biryani
Cloudy,11:40,Metropolitian,Buffet,11,Lunch,Cool/Rainy,North Indian
Sunny,0.5,Metropolitian,Drinks,12,Lunch,Hot/Dry,Chaat
Cloudy,23:30,Metropolitian,Meal,23,Late-Night,Cool/Rainy,Pizza
Cloudy,11:20,Metropolitian,Meal,11,Lunch,Cool/Rainy,North Indian
Windy,13:10,Metropolitian,Buffet,13,Lunch,Hot/Dry,North Indian
Fog,20:10,Metropolitian,Snack,20,Dinner,Cool/Rainy,Biryani
Fog,12:30,Metropolitian,Snack,12,Lunch,Cool/Rainy,North Indian
Sunny,22:20,Urban,Snack,22,Dinner,Hot/Dry,Biryani
Stormy,21:15,Metropolitian,Meal,21,Dinner,Cool/Rainy,Biryani
Windy,23:15,,Drinks,23,Late-Night,Hot/Dry,Pizza
Sandstorms,0.458333333,Metropolitian,Meal,12,Lunch,Hot/Dry,North Indian
Sandstorms,10:35,Metropolitian,Buffet,10,Morning,Hot/Dry,North Indian
Windy,12:25,Metropolitian,Meal,12,Lunch,Hot/Dry,North Indian
Fog,19:50,Metropolitian,Snack,19,Dinner,Cool/Rainy,Biryani
Fog,10:50,Urban,Buffet,10,Morning,Cool/Rainy,Coffee
Stormy,11:50,Metropolitian,Drinks,11,Lunch,Cool/Rainy,North Indian
Cloudy,18:35,Urban,Meal,18,Tea-Time,Cool/Rainy,Biryani
Windy,12:55,Urban,Snack,12,Lunch,Hot/Dry,North Indian
Cloudy,20:20,Metropolitian,Meal,20,Dinner,Cool/Rainy,Biryani
Sandstorms,17:20,Urban,Snack,17,Tea-Time,Hot/Dry,Chaat
Stormy,21:40,Metropolitian,Buffet,21,Dinner,Cool/Rainy,Biryani
Windy,0.875,Metropolitian,Buffet,12,Lunch,Hot/Dry,North Indian
Fog,1,Metropolitian,Meal,1,Late-Night,Cool/Rainy,Pizza
Fog,18:55,Metropolitian,Meal,18,Tea-Time,Cool/Rainy,Chaat
Sandstorms,08:10,Metropolitian,Drinks,8,Morning,Hot/Dry,North Indian
Sandstorms,14:15,Metropolitian,Snack,14,Lunch,Hot/Dry,North Indian
Cloudy,21:45,Metropolitian,Buffet,21,Dinner,Cool/Rainy,Biryani
Fog,18:20,Metropolitian,Snack,18,Tea-Time,Cool/Rainy,Chaat
Cloudy,22:30,Metropolitian,Drinks,22,Dinner,Cool/Rainy,Biryani
Stormy,22:10,Metropolitian,Drinks,22,Dinner,Cool/Rainy,Biryani
Windy,10:25,Metropolitian,Buffet,10,Morning,Hot/Dry,Coffee
Cloudy,20:40,Metropolitian,Buffet,20,Dinner,Cool/Rainy,Biryani
Fog,14:40,Metropolitian,Buffet,14,Lunch,Cool/Rainy,North Indian
Cloudy,12:10,Metropolitian,Snack,12,Lunch,Cool/Rainy,North Indian
Stormy,22:45,Metropolitian,Buffet,22,Dinner,Cool/Rainy,Biryani
Sandstorms,21:30,Metropolitian,Meal,21,Dinner,Hot/Dry,Biryani
Cloudy,23:30,Metropolitian,Meal,23,Late-Night,Cool/Rainy,Pizza
Cloudy,0.916666667,Metropolitian,Meal,12,Lunch,Cool/Rainy,North Indian
Windy,14:10,Metropolitian,Buffet,14,Lunch,Hot/Dry,North Indian
Sunny,10:10,Urban,Snack,10,Morning,Hot/Dry,North Indian
Fog,19:15,Metropolitian,Buffet,19,Dinner,Cool/Rainy,Biryani
Sunny,22:35,Metropolitian,Snack,22,Dinner,Hot/Dry,Biryani
Sunny,18:40,Metropolitian,Meal,18,Tea-Time,Hot/Dry,Chaat
Sunny,10:40,Urban,Meal,10,Morning,Hot/Dry,North Indian
Sunny,19:20,Metropolitian,Meal,19,Dinner,Hot/Dry,Biryani
Windy,23:45,Metropolitian,Buffet,23,Late-Night,Hot/Dry,Pizza
Stormy,11:20,Urban,Snack,11,Lunch,Cool/Rainy,North Indian
Cloudy,15:45,Urban,Drinks,15,Lunch,Cool/Rainy,North Indian
Stormy,22:10,Urban,Buffet,22,Dinner,Cool/Rainy,Biryani
Fog,23:25,Metropolitian,Buffet,23,Late-Night,Cool/Rainy,Pizza
Sunny,20:30,Metropolitian,Snack,20,Dinner,Hot/Dry,Biryani
Sandstorms,17:10,Metropolitian,Snack,17,Tea-Time,Hot/Dry,Chaat
Cloudy,22:55,Metropolitian,Drinks,22,Dinner,Cool/Rainy,Biryani
Windy,13:30,Metropolitian,Meal,13,Lunch,Hot/Dry,North Indian
Sunny,,Urban,Snack,12,Lunch,Hot/Dry,Chaat
Stormy,20:50,Metropolitian,Snack,20,Dinner,Cool/Rainy,Biryani
Sunny,17:35,Metropolitian,Drinks,17,Tea-Time,Hot/Dry,Chaat
Cloudy,23:30,Metropolitian,Meal,23,Late-Night,Cool/Rainy,Pizza
Sandstorms,20:20,Metropolitian,Drinks,20,Dinner,Hot/Dry,Biryani
Windy,19:35,Metropolitian,Meal,19,Dinner,Hot/Dry,Biryani
Stormy,19:20,Urban,Snack,19,Dinner,Cool/Rainy,Biryani
Sandstorms,10:20,Metropolitian,Meal,10,Morning,Hot/Dry,North Indian
Cloudy,23:35,Metropolitian,Drinks,23,Late-Night,Cool/Rainy,Pizza
Fog,17:35,Metropolitian,Meal,17,Tea-Time,Cool/Rainy,Chaat
Sunny,,,Snack,12,Lunch,Hot/Dry,Chaat
Stormy,0.75,,Buffet,12,Lunch,Cool/Rainy,North Indian
Stormy,17:50,Metropolitian,Drinks,17,Tea-Time,Cool/Rainy,Chaat
Cloudy,08:50,Metropolitian,Buffet,8,Morning,Cool/Rainy,North Indian
Sandstorms,21:15,Metropolitian,Snack,21,Dinner,Hot/Dry,Biryani
Sunny,18:45,Metropolitian,Drinks,18,Tea-Time,Hot/Dry,Chaat
Sunny,08:30,Urban,Buffet,8,Morning,Hot/Dry,North Indian
Windy,19:50,Metropolitian,Meal,19,Dinner,Hot/Dry,Biryani
Fog,15:30,Metropolitian,Meal,15,Lunch,Cool/Rainy,North Indian
Sandstorms,0.5,Metropolitian,Meal,12,Lunch,Hot/Dry,North Indian
Sunny,10:40,Metropolitian,Meal,10,Morning,Hot/Dry,North Indian
Cloudy,15:50,Urban,Snack,15,Lunch,Cool/Rainy,North Indian
Sandstorms,23:35,Urban,Snack,23,Late-Night,Hot/Dry,Pizza
Sunny,20:45,Metropolitian,Snack,20,Dinner,Hot/Dry,Biryani
Stormy,0.416666667,Metropolitian,Drinks,12,Lunch,Cool/Rainy,North Indian
Stormy,17:50,,Buffet,17,Tea-Time,Cool/Rainy,Chaat
Stormy,22:50,Metropolitian,Meal,22,Dinner,Cool/Rainy,Biryani
Sandstorms,22:25,Urban,Drinks,22,Dinner,Hot/Dry,Biryani
Sandstorms,18:45,Metropolitian,Snack,18,Tea-Time,Hot/Dry,Chaat
Stormy,16:10,Metropolitian,Meal,16,Tea-Time,Cool/Rainy,Chaat
Windy,17:25,Metropolitian,Drinks,17,Tea-Time,Hot/Dry,Chaat
Sunny,23:55,Metropolitian,Meal,23,Late-Night,Hot/Dry,Pizza
Fog,22:25,Metropolitian,Buffet,22,Dinner,Cool/Rainy,Biryani
Sunny,,Metropolitian,Snack,12,Lunch,Hot/Dry,Chaat
Fog,23:40,Metropolitian,Drinks,23,Late-Night,Cool/Rainy,Pizza
Sandstorms,18:25,Metropolitian,Meal,18,Tea-Time,Hot/Dry,Chaat
Cloudy,16:20,Metropolitian,Snack,16,Tea-Time,Cool/Rainy,Chaat
Sandstorms,0.625,Metropolitian,Buffet,12,Lunch,Hot/Dry,North Indian
Fog,20:35,Metropolitian,Snack,20,Dinner,Cool/Rainy,Biryani
Fog,22:10,Metropolitian,Meal,22,Dinner,Cool/Rainy,Biryani
Fog,22:30,Urban,Meal,22,Dinner,Cool/Rainy,Biryani
Stormy,11:25,Metropolitian,Snack,11,Lunch,Cool/Rainy,North Indian
Stormy,20:35,Urban,Drinks,20,Dinner,Cool/Rainy,Biryani
Sandstorms,18:55,Metropolitian,Buffet,18,Tea-Time,Hot/Dry,Chaat
Sandstorms,15:45,Metropolitian,Drinks,15,Lunch,Hot/Dry,North Indian
Sunny,21:20,Metropolitian,Snack,21,Dinner,Hot/Dry,Biryani
Cloudy,18:15,Metropolitian,Drinks,18,Tea-Time,Cool/Rainy,Biryani
Stormy,19:20,Urban,Buffet,19,Dinner,Cool/Rainy,Biryani
Sunny,0.458333333,Metropolitian,Meal,12,Lunch,Hot/Dry,Chaat
Cloudy,23:45,Metropolitian,Drinks,23,Late-Night,Cool/Rainy,Pizza
Sandstorms,19:50,Metropolitian,Meal,19,Dinner,Hot/Dry,Biryani
Sandstorms,10:10,Urban,Meal,10,Morning,Hot/Dry,North Indian
Sandstorms,19:35,Metropolitian,Buffet,19,Dinner,Hot/Dry,Biryani
Stormy,17:35,Metropolitian,Drinks,17,Tea-Time,Cool/Rainy,Chaat
Windy,20:50,Metropolitian,Drinks,20,Dinner,Hot/Dry,Biryani
Fog,20:55,Metropolitian,Buffet,20,Dinner,Cool/Rainy,Biryani
Fog,17:50,Metropolitian,Drinks,17,Tea-Time,Cool/Rainy,Chaat
Windy,23:25,Metropolitian,Drinks,23,Late-Night,Hot/Dry,Pizza
Sunny,22:30,Metropolitian,Buffet,22,Dinner,Hot/Dry,Biryani
Sandstorms,16:55,Metropolitian,Meal,16,Tea-Time,Hot/Dry,Chaat
Stormy,23:55,Metropolitian,Snack,23,Late-Night,Cool/Rainy,Pizza
Sunny,22:45,Metropolitian,Buffet,22,Dinner,Hot/Dry,Biryani
Fog,21:45,Metropolitian,Drinks,21,Dinner,Cool/Rainy,Biryani
Stormy,10:20,Urban,Snack,10,Morning,Cool/Rainy,North Indian
Windy,20:35,Metropolitian,Drinks,20,Dinner,Hot/Dry,Biryani
